event_id,timestamp,user,action,cpu,memory,response_time,status_code
762,2026-08-25 18:32:25.200,Bob,Login,59.72,85.07,291,500
763,2026-08-25 18:32:25.976,Hannah,Download,37.17,81.68,320,304
764,2026-08-25 18:32:35.158,Alice,View,58.82,78.63,171,200
765,2026-08-25 18:32:51.249,Ian,Upload,9.4,49.33,123,201
766,2026-08-25 18:32:42.104,Bob,View,32.28,38.4,268,200
767,2026-08-25 18:32:38.304,Charlie,Upload,65.04,34.65,68,500
768,2026-08-25 18:32:34.494,Hannah,Login,30.75,22.61,269,200
769,2026-08-25 18:32:42.209,Diana,View,11.4,62.58,248,201
770,2026-08-25 18:32:38.394,Evan,View,80.67,27.47,302,200
771,2026-08-25 18:32:29.172,Charlie,Login,77.97,82.71,198,404
772,2026-08-25 18:32:31.506,Hannah,Search,44.63,32.05,245,200
773,2026-08-25 18:32:23.797,Alice,Logout,23.69,22.01,285,500
774,2026-08-25 18:32:23.808,Bob,Logout,33.68,53.58,246,400
775,2026-08-25 18:32:42.419,Alice,Upload,70.33,45.89,241,200
776,2026-08-25 18:32:47.110,Hannah,Purchase,69.33,87.94,445,200
777,2026-08-25 18:32:37.827,Bob,Search,90.71,42.41,48,200
778,2026-08-25 18:32:29.298,Evan,Download,88.7,82.01,319,200
779,2026-08-25 18:32:26.200,Diana,Purchase,5.1,88.34,355,200
780,2026-08-25 18:32:51.954,Charlie,Purchase,40.89,54.79,229,400
781,2026-08-25 18:32:23.885,Ian,Upload,70.61,82.32,87,200
782,2026-08-25 18:32:52.048,Charlie,Purchase,16.32,87.74,224,201
783,2026-08-25 18:32:29.388,Hannah,Login,38.42,87.08,218,200
784,2026-08-25 18:32:23.918,Hannah,Upload,12.8,59.21,378,200
785,2026-08-25 18:32:50.619,Fiona,Logout,36.28,75.6,143,304
786,2026-08-25 18:32:39.660,Alice,Upload,15.92,53.95,355,400
787,2026-08-25 18:32:25.525,Fiona,Download,76.16,33.56,286,200
788,2026-08-25 18:32:39.722,Diana,Purchase,52.47,88.38,88,201
789,2026-08-25 18:32:51.588,Fiona,Purchase,37.77,57.5,327,400
790,2026-08-25 18:32:27.144,Evan,Login,35.56,25.52,260,200
791,2026-08-25 18:32:31.114,Julia,View,62.26,78.97,332,201
792,2026-08-25 18:32:43.806,Fiona,Logout,25.49,76.44,425,304
793,2026-08-25 18:32:44.635,Fiona,Login,29.94,64.35,409,404
794,2026-08-25 18:32:48.642,Charlie,Login,87.59,43.57,251,400
795,2026-08-25 18:32:35.964,Diana,Upload,40.74,71.75,102,200
796,2026-08-25 18:32:27.234,Hannah,Search,54.4,31.23,412,200
797,2026-08-25 18:32:51.956,Hannah,Logout,23.1,50.34,169,304
798,2026-08-25 18:32:52.002,George,Purchase,42.04,53.85,362,500
799,2026-08-25 18:32:50.450,Fiona,Logout,45.23,26.03,46,304
800,2026-08-25 18:32:44.094,George,Purchase,36.96,40.47,30,200
801,2026-08-25 18:32:36.921,Ian,Search,39.07,74.0,154,200
802,2026-08-25 18:32:33.740,Evan,Search,30.08,68.5,268,200
803,2026-08-25 18:32:37.778,Charlie,Login,42.17,54.62,294,201
804,2026-08-25 18:32:45.042,Bob,Upload,76.19,40.87,181,500
805,2026-08-25 18:32:37.029,Evan,Purchase,82.22,26.74,342,500
806,2026-08-25 18:32:24.966,Alice,Search,32.21,45.68,333,304
807,2026-08-25 18:32:47.574,Bob,Search,52.15,54.31,298,200
808,2026-08-25 18:32:36.302,Fiona,Download,75.62,38.61,425,400
809,2026-08-25 18:32:48.463,Ian,Login,57.58,45.97,281,200
810,2026-08-25 18:32:42.024,George,Purchase,33.62,56.82,46,200
811,2026-08-25 18:32:51.789,George,View,76.5,59.38,207,400
812,2026-08-25 18:32:41.278,Alice,Purchase,40.98,22.81,185,201
813,2026-08-25 18:32:47.814,Diana,Purchase,52.2,53.23,71,200
814,2026-08-25 18:32:55.180,Diana,Login,93.39,54.84,415,200
815,2026-08-25 18:32:46.264,Alice,Logout,9.73,43.64,373,404
816,2026-08-25 18:32:46.302,Fiona,Logout,34.48,78.57,244,200
817,2026-08-25 18:32:43.889,Hannah,View,58.68,47.68,69,200
818,2026-08-25 18:32:46.378,Alice,Upload,73.95,76.2,229,200
819,2026-08-25 18:32:37.407,Julia,Upload,88.33,85.97,327,200
820,2026-08-25 18:32:46.454,Julia,Download,92.35,76.32,204,200
821,2026-08-25 18:32:47.313,Hannah,View,72.85,86.59,178,400
822,2026-08-25 18:32:44.886,Diana,Search,25.51,39.2,166,500
823,2026-08-25 18:32:31.754,Hannah,Search,94.46,45.8,157,200
824,2026-08-25 18:32:49.902,George,Logout,35.45,30.25,231,304
825,2026-08-25 18:32:35.094,Fiona,Purchase,6.96,32.62,154,500
826,2026-08-25 18:32:41.726,Fiona,Logout,48.04,86.77,297,404
827,2026-08-25 18:32:35.142,George,Search,68.04,34.65,422,200
828,2026-08-25 18:32:25.230,Julia,View,43.34,47.47,268,200
829,2026-08-25 18:32:36.848,George,Upload,5.2,52.61,132,200
830,2026-08-25 18:32:35.214,Alice,Download,68.61,66.01,325,404
831,2026-08-25 18:32:52.689,Bob,Search,69.37,48.84,268,404
832,2026-08-25 18:32:49.406,George,View,6.73,65.04,72,304
833,2026-08-25 18:32:28.622,Alice,View,68.07,50.2,28,200
834,2026-08-25 18:32:40.314,Fiona,Search,31.2,60.54,444,400
835,2026-08-25 18:32:48.694,Julia,Logout,18.35,30.37,345,304
836,2026-08-25 18:32:28.670,Bob,Login,23.59,21.8,322,304
837,2026-08-25 18:32:38.730,Evan,Login,92.66,48.29,263,200
838,2026-08-25 18:32:37.082,Fiona,Upload,17.42,60.66,185,200
839,2026-08-25 18:32:30.396,Julia,Upload,44.2,60.08,136,304
840,2026-08-25 18:32:50.574,Bob,Login,57.6,83.43,122,400
841,2026-08-25 18:32:43.047,Ian,Purchase,85.3,48.76,413,404
842,2026-08-25 18:32:46.448,Hannah,Upload,18.73,63.73,298,304
843,2026-08-25 18:32:36.369,Julia,Purchase,63.42,53.36,65,200
844,2026-08-25 18:32:26.266,Julia,View,50.56,88.86,134,200
845,2026-08-25 18:32:25.434,Julia,View,18.41,40.57,405,200
846,2026-08-25 18:32:45.750,Diana,Login,50.32,89.85,373,304
847,2026-08-25 18:32:44.939,Alice,Login,78.32,67.65,388,200
848,2026-08-25 18:32:53.454,Fiona,Purchase,42.43,33.57,370,500
849,2026-08-25 18:32:46.707,Fiona,Purchase,79.17,63.09,263,500
850,2026-08-25 18:32:39.944,Hannah,Login,5.76,46.61,81,200
851,2026-08-25 18:32:42.526,George,Logout,20.45,79.28,266,200
852,2026-08-25 18:32:47.670,George,Login,33.85,21.77,83,200
853,2026-08-25 18:32:27.236,Bob,Login,35.21,22.19,407,304
854,2026-08-25 18:32:28.958,Diana,Login,45.87,57.38,150,200
855,2026-08-25 18:32:47.784,Julia,Upload,81.44,81.77,130,200
856,2026-08-25 18:32:26.422,Diana,Search,65.78,87.87,302,404
857,2026-08-25 18:32:54.716,Charlie,Login,5.92,81.68,375,200
858,2026-08-25 18:32:58.194,Evan,Logout,12.47,84.4,292,400
859,2026-08-25 18:32:45.359,Ian,View,69.68,84.02,117,200
860,2026-08-25 18:32:41.094,Hannah,Search,87.93,76.7,437,200
861,2026-08-25 18:32:58.344,Hannah,View,5.14,32.25,374,200
862,2026-08-25 18:32:54.084,George,Download,34.12,57.37,439,200
863,2026-08-25 18:32:37.732,Ian,Download,30.13,24.92,148,200
864,2026-08-25 18:32:51.582,Hannah,Purchase,55.09,64.18,191,200
865,2026-08-25 18:32:29.134,Fiona,Upload,71.75,56.27,107,200
866,2026-08-25 18:32:49.934,Alice,Logout,57.64,21.84,406,400
867,2026-08-25 18:32:47.373,Julia,Purchase,8.29,82.96,125,200
868,2026-08-25 18:32:48.278,Ian,View,8.86,85.27,350,500
869,2026-08-25 18:32:37.888,Julia,Login,65.39,27.55,248,201
870,2026-08-25 18:32:37.914,Evan,View,52.03,20.94,246,304
871,2026-08-25 18:32:51.005,Evan,Upload,5.57,75.68,112,200
872,2026-08-25 18:32:43.198,Alice,View,71.81,23.89,197,200
873,2026-08-25 18:32:50.214,Fiona,View,88.36,68.04,61,200
874,2026-08-25 18:32:48.506,Hannah,Login,36.29,38.47,128,404
875,2026-08-25 18:32:39.794,Ian,Logout,35.6,87.25,148,201
876,2026-08-25 18:32:29.310,Bob,Login,39.21,63.67,139,200
877,2026-08-25 18:32:53.005,Bob,Search,78.18,51.48,314,200
878,2026-08-25 18:32:25.830,Julia,Download,14.12,33.0,387,200
879,2026-08-25 18:32:47.817,Hannah,Logout,49.1,44.58,56,201
880,2026-08-25 18:32:40.814,Diana,Search,50.71,85.62,199,404
881,2026-08-25 18:32:27.628,Hannah,View,73.76,86.19,16,500
882,2026-08-25 18:32:41.754,Fiona,Purchase,41.56,67.89,188,200
883,2026-08-25 18:32:34.720,Evan,Login,13.6,34.23,179,200
884,2026-08-25 18:32:36.510,Charlie,Login,10.23,68.67,171,200
885,2026-08-25 18:32:59.544,George,Download,93.55,56.49,276,201
886,2026-08-25 18:32:31.242,Hannah,Download,56.16,24.5,262,200
887,2026-08-25 18:32:24.164,George,Download,62.96,70.99,295,404
888,2026-08-25 18:32:48.150,Diana,Search,57.94,55.48,437,500
889,2026-08-25 18:32:57.966,Evan,Login,65.98,21.55,111,400
890,2026-08-25 18:32:58.014,George,Login,39.03,84.28,385,201
891,2026-08-25 18:32:30.441,George,Upload,37.49,43.23,133,200
892,2026-08-25 18:32:57.218,Diana,Logout,94.02,25.37,386,200
893,2026-08-25 18:32:42.977,Julia,Upload,85.14,67.9,217,200
894,2026-08-25 18:32:51.054,Alice,Search,72.89,78.97,82,200
895,2026-08-25 18:32:46.619,Alice,Logout,43.58,77.03,99,404
896,2026-08-25 18:32:36.798,Hannah,View,68.14,87.95,181,201
897,2026-08-25 18:32:57.453,Fiona,Login,60.48,82.37,261,200
898,2026-08-25 18:32:59.296,Fiona,Search,37.53,53.46,234,200
899,2026-08-25 18:32:50.355,Diana,Purchase,48.4,68.77,124,404
900,2026-08-25 18:32:54.894,George,Search,13.52,65.23,270,200
901,2026-08-25 18:32:33.314,Alice,View,46.83,60.58,328,201
902,2026-08-25 18:32:42.354,Charlie,Login,65.42,36.49,328,200
903,2026-08-25 18:32:29.742,Bob,Search,8.19,75.98,274,200
904,2026-08-25 18:32:47.838,Julia,Login,19.35,56.46,274,200
905,2026-08-25 18:32:27.964,Alice,Purchase,16.79,36.61,287,200
906,2026-08-25 18:32:30.696,Hannah,Logout,14.77,86.32,46,304
907,2026-08-25 18:32:44.318,Charlie,Login,50.44,25.57,55,404
908,2026-08-25 18:32:46.166,Evan,Logout,60.35,82.06,180,404
909,2026-08-25 18:32:28.020,Evan,Purchase,77.88,69.86,398,400
910,2026-08-25 18:32:51.694,Julia,Logout,21.78,43.18,275,200
911,2026-08-25 18:32:41.713,Evan,Upload,24.88,27.68,70,200
912,2026-08-25 18:32:29.886,Alice,Search,48.93,45.7,48,304
913,2026-08-25 18:32:39.945,Ian,Download,31.46,87.34,288,404
914,2026-08-25 18:32:45.456,George,Logout,30.19,43.8,319,201
915,2026-08-25 18:32:35.424,Hannah,Purchase,59.63,73.2,39,200
916,2026-08-25 18:32:25.370,Julia,Download,66.31,82.75,268,200
917,2026-08-25 18:32:48.306,Fiona,View,19.75,56.52,38,200
918,2026-08-25 18:32:27.228,Charlie,Search,38.04,89.95,373,400
919,2026-08-25 18:32:43.783,Fiona,Search,94.83,58.14,177,404
920,2026-08-25 18:32:29.094,Alice,Upload,60.39,42.11,283,200
921,2026-08-25 18:32:32.793,Evan,Logout,36.82,34.87,170,201
922,2026-08-25 18:32:45.720,Alice,Logout,47.48,27.4,18,200
923,2026-08-25 18:32:57.752,Evan,View,82.26,25.8,176,304
924,2026-08-25 18:32:43.938,Fiona,Logout,62.55,30.0,200,304
925,2026-08-25 18:32:41.194,Alice,Upload,13.02,66.82,307,201
926,2026-08-25 18:32:31.962,Fiona,View,9.0,78.5,113,500
927,2026-08-25 18:32:44.031,Alice,Download,74.35,43.03,153,404
928,2026-08-25 18:32:45.918,Charlie,Logout,40.54,67.25,287,201
929,2026-08-25 18:33:01.744,Charlie,Upload,89.69,77.92,116,304
930,2026-08-25 18:32:52.494,Ian,Purchase,84.98,36.66,16,500
931,2026-08-25 18:32:31.121,Evan,Logout,32.18,44.32,332,200
932,2026-08-25 18:32:55.370,Bob,Purchase,20.35,84.23,77,200
933,2026-08-25 18:32:57.279,Hannah,Login,11.13,35.44,403,200
934,2026-08-25 18:32:30.238,Bob,Purchase,53.71,69.85,414,200
935,2026-08-25 18:32:33.994,Diana,Upload,56.05,28.71,408,404
936,2026-08-25 18:32:45.246,Ian,View,30.49,26.75,51,500
937,2026-08-25 18:32:46.215,George,Search,37.52,20.53,356,404
938,2026-08-25 18:32:48.124,Fiona,Purchase,14.21,82.81,237,400
939,2026-08-25 18:32:55.671,Diana,Login,86.73,28.06,345,400
940,2026-08-25 18:32:27.514,Bob,Login,87.83,34.78,281,500
941,2026-08-25 18:32:46.347,Hannah,Logout,22.77,25.11,181,200
942,2026-08-25 18:32:30.366,Hannah,Upload,5.83,88.94,315,201
943,2026-08-25 18:32:56.786,Diana,Download,39.18,78.45,96,200
944,2026-08-25 18:32:34.174,Ian,Login,84.56,28.86,102,200
945,2026-08-25 18:32:34.194,Fiona,Search,19.28,45.32,406,400
946,2026-08-25 18:32:45.566,Alice,Login,68.52,55.26,259,200
947,2026-08-25 18:32:38.969,Charlie,Upload,48.77,46.03,195,500
948,2026-08-25 18:32:42.786,Julia,View,68.94,67.69,91,304
949,2026-08-25 18:32:53.254,Julia,Logout,76.73,81.78,267,500
950,2026-08-25 18:32:50.444,Hannah,Upload,61.91,55.2,416,400
951,2026-08-25 18:32:45.726,George,Download,46.01,62.05,246,400
952,2026-08-25 18:32:57.182,Fiona,Login,45.76,71.58,265,200
953,2026-08-25 18:32:44.837,Hannah,Upload,48.55,88.92,242,200
954,2026-08-25 18:32:47.730,Diana,Purchase,76.16,57.84,223,201
955,2026-08-25 18:32:48.719,Fiona,View,85.4,32.14,224,200
956,2026-08-25 18:32:32.502,Ian,View,12.6,73.29,142,304
957,2026-08-25 18:32:54.531,Ian,Upload,31.99,24.79,384,304
958,2026-08-25 18:32:37.328,Evan,Download,22.81,35.58,206,404
959,2026-08-25 18:32:45.982,Fiona,Upload,6.53,51.27,78,200
960,2026-08-25 18:32:53.694,Evan,Download,7.98,45.99,359,200
961,2026-08-25 18:32:43.163,Charlie,Login,58.26,75.21,69,304
962,2026-08-25 18:32:48.964,Evan,Logout,52.13,34.62,251,304
963,2026-08-25 18:32:51.888,Alice,View,90.56,27.12,110,201
964,2026-08-25 18:32:38.430,Alice,Download,88.51,48.57,227,200
965,2026-08-25 18:32:24.944,Charlie,Download,19.46,81.06,273,200
966,2026-08-25 18:32:32.682,Bob,Search,20.12,61.1,231,200
967,2026-08-25 18:32:37.535,Julia,Download,13.98,87.74,146,400
968,2026-08-25 18:32:55.950,Bob,Search,14.06,36.77,138,201
969,2026-08-25 18:32:55.992,Alice,Upload,74.08,77.32,343,200
970,2026-08-25 18:33:03.794,Fiona,Login,37.58,36.6,252,400
971,2026-08-25 18:32:25.975,Fiona,Upload,39.51,61.5,275,200
972,2026-08-25 18:33:01.950,Alice,Search,88.19,49.37,48,200
973,2026-08-25 18:32:52.268,Ian,Purchase,87.51,28.67,61,200
974,2026-08-25 18:32:34.774,Ian,Login,75.86,79.53,379,500
975,2026-08-25 18:32:49.419,George,View,41.18,51.36,348,404
976,2026-08-25 18:32:29.934,George,Purchase,45.74,42.46,119,200
977,2026-08-25 18:33:01.213,Ian,Login,34.2,73.91,218,201
978,2026-08-25 18:32:26.052,Evan,View,87.95,40.56,317,304
979,2026-08-25 18:32:35.853,Hannah,Login,36.0,23.53,25,304
980,2026-08-25 18:32:49.594,George,Purchase,82.33,22.81,409,200
981,2026-08-25 18:32:29.028,Fiona,Login,65.29,57.42,68,500
982,2026-08-25 18:32:29.042,Ian,Download,55.94,32.22,149,404
983,2026-08-25 18:32:45.767,Alice,Logout,39.63,80.62,253,200
984,2026-08-25 18:32:56.622,Charlie,View,81.68,50.4,172,200
985,2026-08-25 18:32:53.709,Hannah,Purchase,85.35,43.2,375,200
986,2026-08-25 18:32:50.790,George,Purchase,64.79,51.45,193,404
987,2026-08-25 18:33:04.644,George,Login,80.83,67.02,422,200
988,2026-08-25 18:32:28.138,Diana,Download,77.83,66.82,161,201
989,2026-08-25 18:32:43.975,Charlie,Login,8.19,34.51,392,404
990,2026-08-25 18:32:27.174,Julia,Logout,86.62,80.38,356,404
991,2026-08-25 18:32:54.934,Diana,Download,31.46,87.2,409,200
992,2026-08-25 18:32:26.206,Julia,Login,67.17,50.74,398,200
993,2026-08-25 18:32:37.140,Bob,Login,66.58,61.73,189,200
994,2026-08-25 18:32:59.030,Diana,Login,24.35,81.78,291,404
995,2026-08-25 18:32:37.184,Fiona,Logout,53.07,71.73,164,200
996,2026-08-25 18:32:38.202,Julia,View,38.72,78.03,348,404
997,2026-08-25 18:33:01.156,Hannah,Login,68.18,27.76,135,304
998,2026-08-25 18:33:03.198,Hannah,Upload,13.87,29.34,389,400
999,2026-08-25 18:32:44.265,Julia,Upload,13.03,29.72,335,200
1000,2026-08-25 18:33:00.294,Ian,Logout,60.36,57.55,256,200
1001,2026-08-25 18:32:48.327,Bob,View,72.5,36.0,205,200
1002,2026-08-25 18:33:05.394,Julia,Logout,76.48,80.95,387,400
1003,2026-08-25 18:32:28.333,Fiona,Search,34.0,26.2,434,200
1004,2026-08-25 18:32:58.466,Evan,View,45.47,58.55,245,200
1005,2026-08-25 18:32:28.359,Alice,Logout,68.37,89.31,189,404
1006,2026-08-25 18:32:44.468,Diana,Login,65.88,64.59,15,200
1007,2026-08-25 18:33:00.609,Julia,Login,25.9,77.6,441,200
1008,2026-08-25 18:33:01.662,Ian,Login,76.51,59.42,417,201
1009,2026-08-25 18:32:49.600,Ian,View,11.31,75.14,52,400
1010,2026-08-25 18:32:47.614,Ian,Download,6.01,67.47,359,200
1011,2026-08-25 18:32:31.470,Diana,Logout,12.31,42.33,82,200
1012,2026-08-25 18:32:39.582,Alice,Upload,9.55,69.36,138,500
1013,2026-08-25 18:32:30.489,Alice,Download,55.12,43.3,197,200
1014,2026-08-25 18:32:52.812,Alice,Upload,49.94,22.79,308,400
1015,2026-08-25 18:33:02.999,George,Logout,90.97,31.03,111,500
1016,2026-08-25 18:32:29.518,George,Download,83.65,25.71,25,200
1017,2026-08-25 18:32:40.719,Fiona,Login,28.43,50.16,253,500
1018,2026-08-25 18:32:31.582,Evan,View,25.3,22.86,236,304
1019,2026-08-25 18:32:58.092,Fiona,Purchase,38.3,31.23,105,400
1020,2026-08-25 18:32:50.994,Hannah,Download,24.3,49.87,130,304
1021,2026-08-25 18:32:51.029,Julia,View,83.37,81.9,379,400
1022,2026-08-25 18:32:36.756,Charlie,Login,56.52,41.46,279,200
1023,2026-08-25 18:32:27.570,Charlie,Purchase,66.59,68.53,246,400
1024,2026-08-25 18:32:43.966,George,Upload,85.71,86.63,186,500
1025,2026-08-25 18:32:56.294,George,Logout,77.28,81.63,327,200
1026,2026-08-25 18:32:35.814,George,Search,17.17,81.09,96,200
1027,2026-08-25 18:32:50.212,George,Login,53.89,69.53,402,200
1028,2026-08-25 18:32:38.938,Charlie,Download,51.79,74.4,72,201
1029,2026-08-25 18:32:30.729,Alice,View,89.97,64.31,302,200
1030,2026-08-25 18:32:49.284,Ian,Logout,71.24,27.79,228,200
1031,2026-08-25 18:32:56.534,Bob,View,49.3,24.49,154,500
1032,2026-08-25 18:33:04.830,George,Search,78.96,31.41,272,404
1033,2026-08-25 18:32:31.822,Evan,Download,89.67,37.2,304,304
1034,2026-08-25 18:32:26.668,Ian,Logout,6.28,84.67,330,200
1035,2026-08-25 18:32:42.204,George,Download,41.46,44.27,36,400
1036,2026-08-25 18:32:40.158,Ian,Logout,25.26,80.44,117,200
1037,2026-08-25 18:32:48.478,Alice,View,35.77,83.98,234,404
1038,2026-08-25 18:32:39.168,Charlie,View,9.73,58.16,281,200
1039,2026-08-25 18:33:05.166,Alice,View,51.22,88.21,72,200
1040,2026-08-25 18:33:02.094,Julia,Login,43.4,69.37,262,400
1041,2026-08-25 18:32:51.729,Evan,Search,82.15,22.04,160,304
1042,2026-08-25 18:32:34.050,Hannah,Download,62.19,67.42,338,404
1043,2026-08-25 18:32:34.068,Julia,Purchase,66.88,80.15,49,200
1044,2026-08-25 18:32:37.218,George,Upload,64.81,37.94,230,400
1045,2026-08-25 18:33:07.544,George,Login,36.28,38.45,190,201
1046,2026-08-25 18:32:40.398,George,Download,24.58,51.47,371,304
1047,2026-08-25 18:32:48.798,Ian,Purchase,39.5,61.05,258,400
1048,2026-08-25 18:32:38.350,Hannah,Logout,94.63,22.01,288,200
1049,2026-08-25 18:32:42.568,Charlie,Login,88.48,70.1,331,200
1050,2026-08-25 18:33:02.544,Diana,Logout,66.85,22.34,190,304
1051,2026-08-25 18:32:57.334,Julia,View,13.56,60.07,298,304
1052,2026-08-25 18:32:34.230,Alice,Upload,15.1,75.77,304,400
1053,2026-08-25 18:32:54.255,Alice,Search,63.62,76.91,169,200
1054,2026-08-25 18:32:52.184,Diana,View,89.03,42.45,351,201
1055,2026-08-25 18:32:47.999,George,Download,33.53,20.64,233,200
1056,2026-08-25 18:32:44.862,Bob,Purchase,27.57,80.85,26,500
1057,2026-08-25 18:32:39.605,Julia,Logout,32.21,23.71,377,304
1058,2026-08-25 18:32:56.556,Hannah,Purchase,35.91,20.05,41,200
1059,2026-08-25 18:32:37.533,Hannah,Purchase,31.61,87.18,440,304
1060,2026-08-25 18:32:54.514,Charlie,Login,40.86,56.76,161,200
1061,2026-08-25 18:32:46.063,George,Upload,47.03,88.54,206,404
1062,2026-08-25 18:32:28.038,Ian,Search,28.54,47.7,370,200
1063,2026-08-25 18:32:35.491,George,Download,34.53,49.24,84,200
1064,2026-08-25 18:32:57.854,Charlie,View,61.94,32.33,232,500
1065,2026-08-25 18:32:28.074,Ian,Search,6.79,84.08,275,200
1066,2026-08-25 18:33:02.198,George,Download,49.77,52.29,134,400
1067,2026-08-25 18:32:50.505,Alice,Download,25.84,46.11,354,404
1068,2026-08-25 18:32:53.742,Ian,Search,12.34,77.4,73,200
1069,2026-08-25 18:32:44.157,Ian,Search,63.49,20.66,371,304
1070,2026-08-25 18:32:52.744,Diana,Upload,77.27,75.03,298,200
1071,2026-08-25 18:32:33.501,Fiona,Download,77.56,34.41,381,200
1072,2026-08-25 18:32:34.590,Charlie,Download,72.86,51.42,154,404
1073,2026-08-25 18:32:57.141,Ian,Download,36.6,27.3,54,500
1074,2026-08-25 18:32:34.626,Evan,Logout,37.12,81.51,205,404
1075,2026-08-25 18:32:31.419,Charlie,View,84.05,30.52,87,304
1076,2026-08-25 18:32:49.726,Alice,Purchase,61.55,69.3,341,201
1077,2026-08-25 18:33:01.605,Bob,Purchase,94.24,84.94,403,200
1078,2026-08-25 18:32:46.556,Charlie,Login,92.21,79.44,442,404
1079,2026-08-25 18:33:08.165,Diana,Purchase,70.84,53.63,316,500
1080,2026-08-25 18:32:45.534,Hannah,Upload,52.29,48.59,256,200
1081,2026-08-25 18:32:27.185,Ian,Purchase,38.04,63.5,407,200
1082,2026-08-25 18:32:29.360,Charlie,Logout,7.76,68.81,182,400
1083,2026-08-25 18:33:02.946,Charlie,Logout,87.9,23.72,334,201
1084,2026-08-25 18:32:42.394,Bob,Upload,88.5,35.86,226,200
1085,2026-08-25 18:32:41.334,George,Download,62.2,62.82,161,201
1086,2026-08-25 18:32:53.304,Evan,Download,69.84,89.02,17,200
1087,2026-08-25 18:32:37.034,Fiona,Purchase,55.25,31.71,379,500
1088,2026-08-25 18:32:29.438,Fiona,Purchase,24.78,72.32,166,200
1089,2026-08-25 18:32:42.519,Charlie,View,88.06,26.15,214,200
1090,2026-08-25 18:32:53.444,Alice,Search,94.13,64.75,208,400
1091,2026-08-25 18:32:46.933,Diana,Purchase,57.34,68.53,70,201
1092,2026-08-25 18:32:37.134,Alice,Search,59.51,51.63,163,304
1093,2026-08-25 18:33:08.851,Fiona,Download,53.5,34.38,206,200
1094,2026-08-25 18:32:42.644,Bob,Search,29.26,72.51,166,200
1095,2026-08-25 18:32:59.094,Ian,Upload,76.28,72.37,124,200
1096,2026-08-25 18:32:39.406,George,Purchase,50.79,82.18,356,200
1097,2026-08-25 18:32:29.555,Fiona,Login,30.44,22.31,76,200
1098,2026-08-25 18:32:35.058,Diana,Login,17.69,39.54,92,200
1099,2026-08-25 18:32:59.254,George,Download,28.05,42.34,379,200
1100,2026-08-25 18:32:48.294,Diana,Purchase,9.33,66.44,183,201
1101,2026-08-25 18:32:51.627,Alice,Login,54.47,23.85,315,404
1102,2026-08-25 18:32:45.048,Ian,Upload,72.05,29.83,113,200
1103,2026-08-25 18:32:26.324,Alice,Login,42.42,25.71,395,200
1104,2026-08-25 18:33:08.286,Charlie,View,81.39,57.82,273,500
1105,2026-08-25 18:32:46.234,Evan,Logout,71.8,87.59,218,201
1106,2026-08-25 18:33:00.640,Bob,Login,52.32,76.64,126,200
1107,2026-08-25 18:32:48.504,Julia,Purchase,46.22,30.73,137,200
1108,2026-08-25 18:32:51.858,Ian,Download,39.19,79.85,346,200
1109,2026-08-25 18:32:28.602,Evan,Download,12.23,64.03,24,200
1110,2026-08-25 18:32:29.724,Hannah,Download,80.84,22.01,146,304
1111,2026-08-25 18:32:29.737,Hannah,View,80.79,74.88,410,400
1112,2026-08-25 18:32:55.326,Evan,Search,25.86,37.87,386,200
1113,2026-08-25 18:32:55.362,Evan,Logout,68.42,47.53,350,404
1114,2026-08-25 18:33:04.310,Charlie,Download,87.95,56.58,350,400
1115,2026-08-25 18:32:48.744,Julia,Purchase,82.09,28.7,81,200
1116,2026-08-25 18:32:27.570,Diana,Upload,86.46,44.84,361,201
1117,2026-08-25 18:32:26.464,Bob,Download,81.36,56.66,399,200
1118,2026-08-25 18:32:51.070,Bob,Login,6.98,70.87,139,200
1119,2026-08-25 18:32:47.745,Julia,Purchase,23.11,46.23,236,400
1120,2026-08-25 18:32:34.334,Diana,Download,67.26,58.16,187,200
1121,2026-08-25 18:32:50.045,Bob,Download,54.73,80.0,229,500
1122,2026-08-25 18:33:08.028,Fiona,Logout,12.79,77.33,350,200
1123,2026-08-25 18:32:33.262,Evan,Login,27.75,84.89,205,200
1124,2026-08-25 18:33:09.246,Bob,View,48.14,34.44,93,500
1125,2026-08-25 18:33:09.294,Julia,Logout,44.97,40.97,271,200
1126,2026-08-25 18:33:03.712,Ian,Upload,79.7,67.99,286,500
1127,2026-08-25 18:32:58.120,Hannah,Search,82.5,84.09,343,200
1128,2026-08-25 18:32:57.030,Alice,Login,54.96,31.26,269,304
1129,2026-08-25 18:32:35.616,Diana,Logout,48.42,41.82,423,201
1130,2026-08-25 18:32:31.114,Julia,Logout,18.72,54.24,423,400
1131,2026-08-25 18:32:54.879,Charlie,Login,13.43,32.97,77,200
1132,2026-08-25 18:33:05.102,Charlie,Login,47.17,63.88,44,200
1133,2026-08-25 18:32:35.688,Diana,Upload,16.65,20.9,68,304
1134,2026-08-25 18:32:58.386,Diana,Login,72.59,87.71,212,200
1135,2026-08-25 18:32:50.479,Bob,Download,91.5,71.39,92,500
1136,2026-08-25 18:32:52.782,Alice,Login,81.38,48.39,269,201
1137,2026-08-25 18:32:44.856,Evan,Download,83.52,68.32,215,500
1138,2026-08-25 18:32:33.502,Charlie,Search,34.83,74.93,402,400
1139,2026-08-25 18:32:33.518,Fiona,View,68.84,64.57,109,404
